Time,R,VM,VP,VT
0,0,0,0,0
0.01,0,0,0,0
0.02,0,0,0,0
0.03,0,0,0,0
0.04,0,0,0,0
0.05,0,0,0,0
0.06,0,0,0,0
0.07,0,0,0,0
0.08,0,0,0,0
0.09,0,0,0,0
0.1,0,0,0,0
0.11,0,0,0,0
0.12,0,0,0,0
0.13,0,0,0,0
0.14,0,0,0,0
0.15,0,0,0,0
0.16,0,0,0,0
0.17,0,0,0,0
0.18,0,0,0,0
0.19,0,0,0,0
0.2,0,0,0,0
0.21,0,0,0,0
0.22,0,0,0,0
0.23,0,0,0,0
0.24,0,0,0,0
0.25,0,0,0,0
0.26,0,0,0,0
0.27,0,0,0,0
0.28,0,0,0,0
0.29,0,0,0,0
0.3,0,0,0,0
0.31,0,0,0,0
0.32,0,0,0,0
0.33,0,0,0,0
0.34,0,0,0,0
0.35,0,0,0,0
0.36,0,0,0,0
0.37,0,0,0,0
0.38,0,0,0,0
0.39,0,0,0,0
0.4,0,0,0,0
0.41,0,0,0,0
0.42,0,0,0,0
0.43,0,0,0,0
0.44,0,0,0,0
0.45,0,0,0,0
0.46,0,0,0,0
0.47,0,0,0,0
0.48,0,0,0,0
0.49,0,0,0,0
0.5,0,0,0,0
0.51,0,0,0,0
0.52,0,0,0,0
0.53,0,0,0,0
0.54,0,0,0,0
0.55,0,0,0,0
0.56,0,0,0,0
0.57,0,0,0,0
0.58,0,0,0,0
0.59,0,0,0,0
0.6,0,0,0,0
0.61,0,0,0,0
0.62,0,0,0,0
0.63,0,0,0,0
0.64,0,0,0,0
0.65,0,0,0,0
0.66,0,0,0,0
0.67,0,0,0,0
0.68,0,0,0,0
0.69,0,0,0,0
0.7,0,0,0,0
0.71,0,0,0,0
0.72,0,0,0,0
0.73,0,0,0,0
0.74,0,0,0,0
0.75,0,0,0,0
0.76,0,0,0,0
0.77,0,0,0,0
0.78,0,0,0,0
0.79,0,0,0,0
0.8,0,0,0,0
0.81,0,0,0,0
0.82,0,0,0,0
0.83,0,0,0,0
0.84,0,0,0,0
0.85,0,0,0,0
0.86,0,0,0,0
0.87,0,0,0,0
0.88,0,0,0,0
0.89,0,0,0,0
0.9,0,0,0,0
0.91,0,0,0,0
0.92,0,0,0,0
0.93,0,0,0,0
0.94,0,0,0,0
0.95,0,0,0,0
0.96,0,0,0,0
0.97,0,0,0,0
0.98,0,0,0,0
0.99,0,0,0,0
1,1,0,0,0
1.01,1,0.01,0,0
1.02,1,0.01,0,0
1.03,1,0.02,0,0
1.04,1,0.02,0,0
1.05,1,0.03,0,0
1.06,1,0.03,0,0
1.07,1,0.03,0,0
1.08,1,0.04,0,0.01
1.09,1,0.04,0,0.01
1.1,1,0.05,0,0.01
1.11,1,0.05,0,0.01
1.12,1,0.05,0.01,0.01
1.13,1,0.06,0.01,0.01
1.14,1,0.06,0.01,0.01
1.15,1,0.07,0.01,0.02
1.16,1,0.07,0.01,0.02
1.17,1,0.08,0.01,0.02
1.18,1,0.08,0.02,0.02
1.19,1,0.09,0.02,0.02
1.2,1,0.09,0.02,0.03
1.21,1,0.1,0.03,0.03
1.22,1,0.1,0.03,0.03
1.23,1,0.1,0.03,0.03
1.24,1,0.11,0.04,0.04
1.25,1,0.11,0.04,0.04
1.26,1,0.12,0.04,0.04
1.27,1,0.12,0.05,0.04
1.28,1,0.13,0.05,0.05
1.29,1,0.13,0.06,0.05
1.3,1,0.14,0.07,0.05
1.31,1,0.14,0.07,0.06
1.32,1,0.15,0.08,0.06
1.33,1,0.15,0.08,0.06
1.34,1,0.16,0.09,0.07
1.35,1,0.16,0.1,0.07
1.36,1,0.17,0.11,0.07
1.37,1,0.18,0.12,0.08
1.38,1,0.18,0.12,0.08
1.39,1,0.19,0.13,0.08
1.4,1,0.19,0.14,0.09
1.41,1,0.2,0.15,0.09
1.42,1,0.2,0.16,0.09
1.43,1,0.21,0.17,0.1
1.44,1,0.21,0.18,0.1
1.45,1,0.22,0.19,0.1
1.46,1,0.22,0.21,0.11
1.47,1,0.23,0.22,0.11
1.48,1,0.23,0.23,0.12
1.49,1,0.24,0.24,0.12
1.5,1,0.24,0.26,0.12
1.51,1,0.25,0.27,0.13
1.52,1,0.25,0.29,0.13
1.53,1,0.25,0.3,0.14
1.54,1,0.26,0.32,0.14
1.55,1,0.26,0.33,0.14
1.56,1,0.27,0.35,0.15
1.57,1,0.27,0.36,0.15
1.58,1,0.28,0.38,0.16
1.59,1,0.28,0.4,0.16
1.6,1,0.29,0.42,0.16
1.61,1,0.29,0.44,0.17
1.62,1,0.3,0.45,0.17
1.63,1,0.3,0.47,0.18
1.64,1,0.3,0.49,0.18
1.65,1,0.31,0.51,0.18
1.66,1,0.31,0.53,0.19
1.67,1,0.32,0.56,0.19
1.68,1,0.32,0.58,0.2
1.69,1,0.32,0.6,0.2
1.7,1,0.33,0.62,0.2
1.71,1,0.33,0.64,0.21
1.72,1,0.33,0.67,0.21
