Time,R,VM,VP,VT
0,0,0,0,0
0.01,1.5,0,0,0
0.02,1.5,0.44,-0.01,0.01
0.03,1.5,0.9,-0.06,0.02
0.04,1.5,1.36,-0.01,0.05
0.05,1.5,2.11,-0.02,0.09
0.06,1.5,2.11,0,0.15
0.07,1.5,2.34,0.02,0.21
0.08,1.5,2.24,0.04,0.27
0.09,1.5,2.17,0.08,0.33
0.1,1.5,2.04,0.12,0.39
0.11,1.5,1.82,0.17,0.43
0.12,1.5,1.54,0.23,0.47
0.13,1.5,1.36,0.29,0.49
0.14,1.5,1.03,0.35,0.5
0.15,1.5,0.8,0.41,0.51
0.16,1.5,0.63,0.47,0.51
0.17,1.5,0.48,0.52,0.42
0.18,1.5,0.36,0.55,0.45
0.19,1.5,0.85,0.65,0.48
0.2,1.5,0.72,0.71,0.48
0.21,1.5,0.08,0.78,0.46
0.22,1.5,-0.08,0.83,0.45
0.23,1.5,-0.32,0.87,0.38
0.24,1.5,-0.34,0.95,0.39
0.25,1.5,-0.03,0.97,0.36
0.26,1.5,-0.51,1.03,0.34
0.27,1.5,-0.33,1.06,0.3
0.28,1.5,-0.47,1.09,0.28
0.29,1.5,-0.28,1.12,0.24
0.3,1.5,-0.26,1.13,0.23
0.31,1.5,-0.13,1.17,0.2
0.32,1.5,0.01,1.18,0.18
0.33,1.5,0.04,1.2,0.17
0.34,1.5,0.13,1.21,0.16
0.35,1.5,0.16,1.23,0.15
0.36,1.5,0.24,1.25,0.15
0.37,1.5,0.22,1.25,0.07
0.38,1.5,0.17,1.23,0.1
0.39,1.5,0.79,1.25,0.14
0.4,1.5,0.81,1.26,0.15
0.41,1.5,0.44,1.34,0.15
0.42,1.5,0.39,1.34,0.12
0.43,1.5,-0.09,1.37,0.15
0.44,1.5,0.07,1.38,0.14
0.45,1.5,-0.31,1.41,0.12
0.46,1.5,-0.28,1.42,0.11
0.47,1.5,-0.36,1.44,0.08
0.48,1.5,-0.26,1.44,0.06
0.49,1.5,-0.27,1.45,0.05
0.5,1.5,-0.09,1.44,0.03
0.51,1.5,-0.04,1.44,0.02
0.52,1.5,0.13,1.44,0
0.53,1.5,0.23,1.44,0
0.54,1.5,0.32,1.44,0
0.55,1.5,0.39,1.44,0.01
0.56,1.5,0.36,1.42,0.01
0.57,1.5,0.34,1.43,-0.06
0.58,1.5,0.54,1.42,0.02
0.59,1.5,0.94,1.44,0.03
0.6,1.5,0.51,1.46,0.05
0.61,1.5,0.35,1.46,0.06
0.62,1.5,0.12,1.46,0.02
0.63,1.5,0.01,1.46,0.05
0.64,1.5,0.25,1.47,0.05
0.65,1.5,0.07,1.48,0.04
0.66,1.5,0.03,1.48,0.03
0.67,1.5,0.03,1.49,0.03
0.68,1.5,0.08,1.49,0.02
0.69,1.5,0.03,1.49,0.02
0.7,1.5,0.12,1.49,0.01
0.71,1.5,0.11,1.49,0
0.72,1.5,0.2,1.49,0
0.73,1.5,0.2,1.49,0
0.74,1.5,0.2,1.5,0
0.75,1.5,0.25,1.47,0
0.76,1.5,0.16,1.49,0
0.77,1.5,0.35,1.47,-0.06
0.78,1.5,0.22,1.45,0.01
0.79,1.5,0.83,1.46,0
0.8,1.5,0.51,1.49,0.03
0.81,1.5,0.47,1.5,0.04
0.82,1.5,0.15,1.5,0
0.83,1.5,-0.02,1.46,0
0.84,1.5,0.17,1.51,0.03
0.85,1.5,0.49,1.51,0.03
0.86,1.5,-0.06,1.53,0.03
0.87,1.5,-0.06,1.53,0.03
0.88,1.5,-0.21,1.53,0.02
0.89,1.5,-0.21,1.53,0
0.9,1.5,-0.14,1.53,-0.03
0.91,1.5,-0.08,1.53,0
0.92,1.5,0.15,1.52,0
0.93,1.5,-0.05,1.53,0
0.94,1.5,0.03,1.53,0
0.95,1.5,-0.07,1.53,0
0.96,1.5,-0.08,1.53,0
0.97,1.5,-0.13,1.48,-0.06
0.98,1.5,-0.06,1.5,-0.02
0.99,1.5,0.65,1.47,-0.03
1,1.5,0.29,1.52,0.02
1.01,1.5,0.55,1.52,0.03
1.02,1.5,-0.12,1.49,-0.01
1.03,1.5,-0.21,1.54,0.02
1.04,1.5,0.25,1.52,0.01
1.05,1.5,-0.31,1.54,0
1.06,1.5,-0.11,1.53,0
1.07,1.5,-0.21,1.54,0
1.08,1.5,-0.09,1.52,0
1.09,1.5,-0.19,1.54,0
1.1,1.5,-0.11,1.53,-0.01
1.11,1.5,-0.25,1.54,-0.01
1.12,1.5,-0.14,1.55,0
1.13,1.5,-0.19,1.54,0
1.14,1.5,-0.33,1.55,0
1.15,1.5,-0.3,1.55,-0.01
1.16,1.5,-0.32,1.55,-0.01
1.17,1.5,-0.25,1.47,-0.03
1.18,1.5,-0.31,1.5,0
1.19,1.5,0.39,1.53,0
1.2,1.5,0.02,1.54,0
1.21,1.5,-0.26,1.55,0
1.22,1.5,-0.35,1.52,-0.04
1.23,1.5,-0.41,1.54,0
1.24,1.5,0.08,1.53,-0.01
1.25,1.5,-0.35,1.55,0
1.26,1.5,-0.27,1.54,0
1.27,1.5,-0.41,1.55,0
1.28,1.5,-0.38,1.55,-0.01
1.29,1.5,-0.44,1.54,-0.01
1.3,1.5,-0.41,1.53,-0.03
1.31,1.5,-0.34,1.53,-0.03
1.32,1.5,-0.15,1.52,-0.03
1.33,1.5,-0.24,1.52,-0.02
1.34,1.5,-0.16,1.52,-0.02
1.35,1.5,-0.21,1.52,-0.01
1.36,1.5,-0.17,1.49,-0.01
1.37,1.5,-0.21,1.44,-0.03
1.38,1.5,-0.03,1.48,-0.05
1.39,1.5,0.46,1.45,0.01
1.4,1.5,0.32,1.5,0.02
1.41,1.5,0.16,1.52,0.03
1.42,1.5,-0.28,1.48,-0.03
1.43,1.5,-0.45,1.52,0.02
1.44,1.5,0.21,1.52,0
1.45,1.5,-0.41,1.53,0
1.46,1.5,-0.3,1.53,0
1.47,1.5,-0.44,1.53,-0.01
1.48,1.5,-0.36,1.53,-0.01
1.49,1.5,-0.33,1.52,-0.01
1.5,1.5,-0.3,1.52,-0.05
1.51,1.5,-0.27,1.52,-0.02
1.52,1.5,-0.04,1.51,-0.01
1.53,1.5,-0.19,1.51,-0.01
1.54,1.5,-0.19,1.51,-0.02
1.55,1.5,-0.19,1.5,0
1.56,1.5,-0.16,1.51,0
1.57,1.5,-0.23,1.49,0
1.58,1.5,-0.32,1.48,-0.02
1.59,1.5,-0.1,1.47,0.01
1.6,1.5,0.07,1.5,0.01
1.61,1.5,-0.03,1.51,0.01
1.62,1.5,-0.29,1.52,0
1.63,1.5,-0.34,1.52,0
1.64,1.5,-0.31,1.52,0
1.65,1.5,-0.36,1.52,0
1.66,1.5,-0.36,1.52,0
1.67,1.5,-0.33,1.51,-0.01
1.68,1.5,-0.33,1.52,-0.01
1.69,1.5,-0.25,1.51,-0.01
1.7,1.5,-0.3,1.51,-0.01
1.71,1.5,-0.26,1.49,0
1.72,1.5,-0.26,1.47,0
1.73,1.5,-0.17,1.5,-0.01
1.74,1.5,-0.03,1.47,-0.01
1.75,1.5,-0.16,1.5,0
1.76,1.5,0.02,1.5,0.01
1.77,1.5,-0.23,1.45,-0.01
1.78,1.5,-0.27,1.47,-0.01
1.79,1.5,0.21,1.49,0.01
1.8,1.5,0.13,1.49,-0.01
1.81,1.5,-0.15,1.46,-0.03
1.82,1.5,-0.08,1.5,0
1.83,1.5,0.27,1.49,0.02
1.84,1.5,-0.19,1.47,-0.03
1.85,1.5,-0.22,1.5,0.01
1.86,1.5,0.24,1.49,0.01
1.87,1.5,-0.26,1.51,0.01
1.88,1.5,-0.17,1.5,0
1.89,1.5,-0.3,1.51,0.01
1.9,1.5,-0.22,1.5,-0.01
1.91,1.5,-0.31,1.5,0
1.92,1.5,-0.15,1.49,0
1.93,1.5,-0.23,1.5,0.01
1.94,1.5,-0.14,1.5,0.01
1.95,1.5,-0.22,1.49,0.01
1.96,1.5,-0.22,1.5,0
1.97,1.5,-0.17,1.44,0
1.98,1.5,-0.22,1.46,-0.03
1.99,1.5,0.32,1.45,0.01
2,1.5,0.39,1.5,0.02
2.01,1.5,0.18,1.5,0.03
2.02,1.5,-0.25,1.51,0.03
2.03,1.5,-0.29,1.51,0.02
2.04,1.5,-0.38,1.52,0.01
2.05,1.5,-0.3,1.51,0
2.06,1.5,-0.31,1.51,0
2.07,1.5,-0.19,1.5,0
2.08,1.5,-0.2,1.5,0
2.09,1.5,-0.15,1.5,0
2.1,1.5,-0.16,1.5,-0.01
2.11,1.5,-0.2,1.49,-0.01
2.12,1.5,-0.08,1.5,0.01
2.13,1.5,0.02,1.5,0
2.14,1.5,-0.23,1.5,0
2.15,1.5,-0.15,1.5,0.01
2.16,1.5,-0.19,1.5,0
2.17,1.5,-0.23,1.48,0
2.18,1.5,-0.2,1.49,-0.03
2.19,1.5,-0.01,1.45,0
2.2,1.5,0.13,1.46,0
2.21,1.5,0.26,1.5,-0.04
2.22,1.5,0.19,1.5,0.02
2.23,1.5,0.16,1.5,0.02
2.24,1.5,-0.24,1.52,0.02
2.25,1.5,-0.28,1.52,0.01
2.26,1.5,-0.37,1.52,0
2.27,1.5,-0.3,1.52,0
2.28,1.5,-0.27,1.51,-0.01
2.29,1.5,-0.23,1.51,0
2.3,1.5,-0.15,1.5,-0.01
2.31,1.5,-0.19,1.5,0
2.32,1.5,-0.11,1.5,-0.01
2.33,1.5,-0.19,1.5,0
2.34,1.5,-0.07,1.5,0
2.35,1.5,-0.19,1.5,0
2.36,1.5,-0.19,1.5,0
2.37,1.5,-0.19,1.49,-0.01
2.38,1.5,-0.2,1.47,-0.01
2.39,1.5,-0.03,1.5,-0.04
2.4,1.5,0.11,1.46,-0.03
2.41,1.5,0.13,1.5,0.01
2.42,1.5,0.37,1.5,0.02
2.43,1.5,-0.21,1.51,0.02
2.44,1.5,-0.29,1.52,0.01
2.45,1.5,-0.34,1.52,0
2.46,1.5,-0.31,1.52,0
2.47,1.5,-0.28,1.51,0
2.48,1.5,-0.28,1.51,0
2.49,1.5,-0.2,1.5,-0.01
2.5,1.5,-0.21,1.5,0
2.51,1.5,-0.12,1.5,0
2.52,1.5,-0.2,1.5,0.01
2.53,1.5,-0.17,1.5,0
2.54,1.5,-0.24,1.5,0
2.55,1.5,-0.16,1.5,0
2.56,1.5,-0.17,1.5,0
2.57,1.5,-0.21,1.49,0
2.58,1.5,-0.21,1.49,-0.01
2.59,1.5,-0.12,1.46,-0.03
2.6,1.5,-0.04,1.5,0.01
2.61,1.5,0.36,1.49,0.02
2.62,1.5,-0.23,1.51,0.02
2.63,1.5,-0.18,1.5,0
2.64,1.5,-0.31,1.51,0
2.65,1.5,-0.19,1.5,0
2.66,1.5,-0.24,1.5,0
2.67,1.5,-0.2,1.5,0
2.68,1.5,-0.2,1.5,0
2.69,1.5,-0.2,1.5,0
2.7,1.5,-0.2,1.5,0
2.71,1.5,-0.16,1.5,0
2.72,1.5,-0.16,1.48,0
2.73,1.5,-0.12,1.5,0
2.74,1.5,-0.02,1.49,-0.01
2.75,1.5,-0.11,1.5,0
2.76,1.5,-0.02,1.49,0
2.77,1.5,-0.15,1.46,-0.01
2.78,1.5,-0.1,1.49,-0.01
2.79,1.5,0.26,1.45,-0.01
2.8,1.5,0.03,1.5,0.02
2.81,1.5,0.36,1.49,0.02
2.82,1.5,-0.24,1.51,0.02
2.83,1.5,-0.15,1.5,0.01
2.84,1.5,-0.32,1.51,0
2.85,1.5,-0.2,1.51,0
2.86,1.5,-0.21,1.5,0
2.87,1.5,-0.21,1.51,0
2.88,1.5,-0.08,1.5,0.01
2.89,1.5,-0.21,1.51,0
2.9,1.5,-0.21,1.5,0
2.91,1.5,-0.22,1.5,0.01
2.92,1.5,-0.17,1.5,0.01
2.93,1.5,-0.21,1.51,0
2.94,1.5,-0.21,1.5,0
2.95,1.5,-0.22,1.51,0
2.96,1.5,-0.18,1.51,0
2.97,1.5,-0.23,1.47,0
2.98,1.5,-0.23,1.48,0
2.99,1.5,0.13,1.46,0.02
3,1.5,0.01,1.5,-0.01
3.01,1.5,0.07,1.5,0.01
3.02,1.5,-0.04,1.46,0
3.03,1.5,-0.2,1.5,0
3.04,1.5,0.2,1.49,0.01
3.05,1.5,-0.1,1.51,0.01
3.06,1.5,-0.1,1.51,0.01
3.07,1.5,-0.23,1.51,0
3.08,1.5,-0.23,1.51,0
3.09,1.5,-0.2,1.51,0
3.1,1.5,-0.2,1.51,0
3.11,1.5,-0.2,1.5,-0.01
3.12,1.5,-0.21,1.51,0
3.13,1.5,-0.09,1.49,0.01
3.14,1.5,-0.21,1.51,0
3.15,1.5,-0.12,1.5,0
3.16,1.5,-0.21,1.51,0
3.17,1.5,-0.17,1.47,0
3.18,1.5,-0.22,1.45,-0.04
3.19,1.5,0.14,1.5,0.01
3.2,1.5,0.56,1.46,0
3.21,1.5,-0.14,1.52,0.02
3.22,1.5,0.26,1.5,0.02
3.23,1.5,-0.34,1.52,0.02
3.24,1.5,-0.26,1.52,0.01
3.25,1.5,-0.4,1.52,0
3.26,1.5,-0.28,1.52,0
3.27,1.5,-0.29,1.52,-0.01
3.28,1.5,-0.26,1.52,0
3.29,1.5,-0.18,1.51,0
3.3,1.5,-0.22,1.51,-0.01
3.31,1.5,-0.18,1.52,0
3.32,1.5,-0.15,1.49,0
3.33,1.5,-0.27,1.5,0
3.34,1.5,-0.09,1.5,0
3.35,1.5,-0.14,1.5,0
3.36,1.5,-0.18,1.5,0.01
3.37,1.5,-0.18,1.47,0
3.38,1.5,-0.22,1.47,-0.04
3.39,1.5,0.13,1.46,0.01
3.4,1.5,0.41,1.47,0.02
3.41,1.5,0.11,1.5,0.02
3.42,1.5,0,1.51,0.02
3.43,1.5,-0.26,1.52,0.02
3.44,1.5,-0.31,1.52,0.01
3.45,1.5,-0.36,1.52,0
