Time,SET_1,CTRL_1,YAW,SET_2,CTRL_2,PITCH
7547.81,,57.3589208739,-6.1359231515426,,99.5,-70.563099902995
7547.82,,67.537640750691,-6.1359231515426,,99.5,-70.563099902995
7547.83,,50,-6.7495154666968,,99.5,-69.94950758784
7547.84,,53.234140262674,-6.7495154666968,,99.5,-69.335915272686
7547.85,,55.682333233935,-6.7495154666968,,99.5,-68.722322957532
7547.86,,55.733977811548,-6.7495154666968,,99.5,-68.108730642378
7547.87,,50,-6.7495154666968,,82.514530857333,-66.881546012069
7547.88,,54.260100517828,-6.7495154666968,,99.5,-66.267953696915
7547.89,,54.964730367553,-6.7495154666968,,99.5,-65.654361381761
7547.9,,50,-6.7495154666968,,77.997760423392,-64.427176751452
7547.91,,53.559580282631,-6.7495154666968,,99.5,-63.813584436298
7547.92,,54.264863117628,-6.7495154666968,,99.5,-63.199992121144
7547.93,,50,-7.3631077818511,,83.63775267795,-61.972807490835
7547.94,,50,-7.3631077818511,,99.5,-61.359215175681
7547.95,,50,-7.3631077818511,,70.022055824153,-60.132030545372
7547.96,,51.618085342875,-7.3631077818511,,99.5,-59.518438230218
7547.97,,50,-7.3631077818511,,66.674405592985,-58.29125359991
7547.98,,51.151870237276,-7.3631077818511,,99.5,-57.677661284755
7547.99,,50,-7.3631077818511,,63.411194167183,-56.450476654447
7548,,50.653421326621,-7.3631077818511,,99.5,-55.836884339293
7548.01,,50,-7.3631077818511,,60.130718684424,-54.609699708984
7548.02,,50.152347458349,-7.3631077818511,,99.5,-53.99610739383
7548.03,,50,-7.3631077818511,,56.83196211608,-52.768922763521
7548.04,,50,-7.3631077818511,,99.5,-52.155330448367
7548.05,,50.401268083372,-7.3631077818511,,99.5,-51.541738133213
7548.06,,50,-7.3631077818511,,52.816529978444,-50.314553502904
7548.07,,59.362858563598,-7.3631077818511,,99.5,-50.314553502904
7548.08,,50,-7.3631077818511,,56.631094697067,-49.087368872596
7548.09,,50,-7.3631077818511,,99.5,-48.473776557441
7548.1,,50,-7.3631077818511,,99.5,-47.860184242287
7548.11,,50,-7.3631077818511,,50,-46.632999611979
7548.12,,50,-7.3631077818511,,99.5,-46.019407296824
7548.13,,50,-7.3631077818511,,99.5,-45.40581498167
7548.14,,50,-7.3631077818511,,99.5,-44.792222666516
7548.15,,50,-7.3631077818511,,99.5,-44.178630351362
7548.16,,50,-7.3631077818511,,99.5,-43.565038036207
7548.17,,79.437134116941,-6.7495154666968,,92.866251099921,-42.951445721053
7548.18,,51.729485041562,-6.7495154666968,,99.5,-42.337853405899
7548.19,,50,-6.7495154666968,,50,-41.11066877559
7548.2,,50,-6.7495154666968,,91.610752256858,-40.497076460436
7548.21,,50,-6.7495154666968,,96.543736238052,-39.883484145282
7548.22,,50,-6.7495154666968,,96.23668981324,-39.269891830128
7548.23,,50,-6.7495154666968,,95.400152940248,-38.656299514973
7548.24,,78.953179075562,-6.1359231515426,,84.390112803096,-38.042707199819
7548.25,,51.242923690986,-6.1359231515426,,92.399950928651,-37.429114884665
7548.26,,50,-6.1359231515426,,92.388631476307,-36.815522569511
7548.27,,50,-6.1359231515426,,91.558607538203,-36.201930254356
7548.28,,50,-6.1359231515426,,90.642335875983,-35.588337939202
7548.29,,78.982926863586,-5.5223308363883,,79.596885222009,-34.974745624048
7548.3,,51.271946483564,-5.5223308363883,,87.574635125944,-34.361153308894
7548.31,,50,-5.5223308363883,,50,-33.133968678585
7548.32,,50,-5.5223308363883,,78.599156169113,-32.520376363431
7548.33,,50,-5.5223308363883,,83.452877627313,-31.906784048277
7548.34,,78.769554942931,-4.9087385212341,,72.951501839903,-31.293191733122
7548.35,,51.066628909968,-4.9087385212341,,80.949624652977,-30.679599417968
7548.36,,58.534562209437,-4.9087385212341,,99.5,-30.679599417968
7548.37,,50,-4.9087385212341,,87.425038442529,-30.066007102814
7548.38,,50,-4.9087385212341,,80.641276828132,-29.452414787659
7548.39,,78.902137212583,-4.2951462060798,,68.954203103143,-28.838822472505
7548.4,,51.181246143479,-4.2951462060798,,76.8106963601,-28.225230157351
7548.41,,50,-4.2951462060798,,76.698733950693,-27.611637842197
7548.42,,58.231115329959,-4.2951462060798,,99.5,-27.611637842197
7548.43,,50,-4.2951462060798,,82.245037110025,-26.998045527042
7548.44,,79.104341306456,-3.6815538909255,,65.307644596708,-26.384453211888
7548.45,,61.688251338206,-3.6815538909255,,99.5,-26.384453211888
7548.46,,50,-3.6815538909255,,79.906905684712,-25.770860896734
7548.47,,58.585525561595,-3.6815538909255,,99.5,-25.770860896734
7548.48,,50,-3.6815538909255,,79.040824866941,-25.15726858158
7548.49,,79.358760528476,-3.0679615757713,,62.02702297242,-24.543676266425
7548.5,,61.942940938597,-3.0679615757713,,99.5,-24.543676266425
7548.51,,50,-3.0679615757713,,76.599379455259,-23.930083951271
7548.52,,58.841304188387,-3.0679615757713,,99.5,-23.930083951271
7548.53,,91.08028164411,-2.454369260617,,99.5,-23.930083951271
7548.54,,53.221987856039,-2.454369260617,,75.096189367306,-23.316491636117
7548.55,,59.681692767213,-2.454369260617,,99.5,-23.316491636117
7548.56,,60.31205923833,-2.454369260617,,99.5,-23.316491636117
7548.57,,81.330326405803,-1.8407769454628,,64.930430880247,-22.702899320963
7548.58,,62.997639535727,-1.8407769454628,,99.5,-22.702899320963
7548.59,,61.152008835369,-1.8407769454628,,99.5,-22.702899320963
7548.6,,50.570855770455,-1.8407769454628,,73.766693070999,-22.089307005808
7548.61,,91.114873638362,-1.2271846303085,,99.5,-22.089307005808
7548.62,,64.477718357058,-1.2271846303085,,99.5,-22.089307005808
7548.63,,61.807673874184,-1.2271846303085,,99.5,-22.089307005808
7548.64,,51.147243908391,-1.2271846303085,,72.548820504958,-21.475714690654
7548.65,,91.685723270797,-0.61359231515426,,99.5,-21.475714690654
7548.66,,54.664159582832,-0.61359231515426,,69.641632123696,-20.8621223755
7548.67,,50.826833202237,-0.61359231515426,,63.584694439107,-20.248530060346
7548.68,,60.691615828957,-0.61359231515426,,99.5,-20.248530060346
7548.69,,93.027356142747,,,99.5,-20.248530060346
7548.7,,55.19139654997,,,67.837284185366,-19.634937745191
7548.71,,61.66134103346,,,99.5,-19.634937745191
7548.72,,62.305854546967,,,99.5,-19.634937745191
7548.73,,51.983209335555,,,67.742488341878,-19.021345430037
7548.74,,61.203709964398,,,99.5,-19.021345430037
7548.75,,93.478341614329,0.61359231515426,,99.5,-19.021345430037
7548.76,,55.639435632538,0.61359231515426,,65.436450953242,-18.407753114883
7548.77,,62.110699368932,0.61359231515426,,99.5,-18.407753114883
7548.78,,62.758664343657,0.61359231515426,,99.5,-18.407753114883
7548.79,,52.439528755739,0.61359231515426,,65.31958737207,-17.794160799729
7548.8,,93.016979231348,1.2271846303085,,99.5,-17.794160799729
7548.81,,66.396367825251,1.2271846303085,,99.5,-17.794160799729
7548.82,,63.740635639385,1.2271846303085,,99.5,-17.794160799729
7548.83,,53.09429481278,1.2271846303085,,64.032367716897,-17.180568484574
7548.84,,62.286428956497,1.2271846303085,,99.5,-17.180568484574
7548.85,,52.822703945121,1.2271846303085,,62.28475332132,-16.56697616942
7548.86,,62.132324377577,1.2271846303085,,99.5,-16.56697616942
7548.87,,63.067522087116,1.2271846303085,,99.5,-16.56697616942
7548.88,,52.780274250051,1.2271846303085,,61.737983241398,-15.953383854266
7548.89,,93.361752099766,1.8407769454628,,99.5,-15.953383854266
7548.9,,56.357843933525,1.8407769454628,,58.815360800402,-15.339791539112
7548.91,,62.915059942299,1.8407769454628,,99.5,-15.339791539112
7548.92,,63.578336745398,1.8407769454628,,99.5,-15.339791539112
7548.93,,53.267061295061,1.8407769454628,,59.242013269095,-14.726199223957
7548.94,,62.492765282643,1.8407769454628,,99.5,-14.726199223957
7548.95,,53.035871850139,1.8407769454628,,57.517092123131,-14.112606908803
7548.96,,62.34623874672,1.8407769454628,,99.5,-14.112606908803
7548.97,,52.897889134394,1.8407769454628,,56.359960903901,-13.499014593649
7548.98,,62.208335120209,1.8407769454628,,99.5,-13.499014593649
7548.99,,52.760070946085,1.8407769454628,,55.202471435601,-12.885422278495
7549,,62.069750182937,1.8407769454628,,99.5,-12.885422278495
7549.01,,63.008583425957,1.8407769454628,,99.5,-12.885422278495
7549.02,,52.724863619613,1.8407769454628,,54.622134696714,-12.27182996334
7549.03,,61.950222000459,1.8407769454628,,99.5,-12.27182996334
7549.04,,52.493604124395,1.8407769454628,,52.871851324145,-11.658237648186
7549.05,,61.800897405486,1.8407769454628,,99.5,-11.658237648186
7549.06,,62.739647111487,1.8407769454628,,99.5,-11.658237648186
7549.07,,52.45591895144,1.8407769454628,,52.27346156775,-11.044645333032
7549.08,,61.67972591135,1.8407769454628,,99.5,-11.044645333032
7549.09,,62.61020451451,1.8407769454628,,99.5,-11.044645333032
7549.1,,52.32564924418,1.8407769454628,,51.088891857088,-10.431053017878
7549.11,,61.548598200277,1.8407769454628,,99.5,-10.431053017878
7549.12,,62.479068532335,1.8407769454628,,99.5,-10.431053017878
7549.13,,62.581608997657,1.8407769454628,,99.5,-10.431053017878
7549.14,,50,1.2271846303085,,60.067505247414,-9.8174607027233
7549.15,,57.60991111569,1.2271846303085,,99.5,-9.8174607027233
7549.16,,61.290766440715,1.2271846303085,,99.5,-9.8174607027233
7549.17,,61.665180927961,1.2271846303085,,99.5,-9.8174607027233
7549.18,,51.321854768667,1.2271846303085,,50,-9.203868387569
7549.19,,60.522582201821,1.2271846303085,,99.5,-9.203868387569
7549.2,,61.448983899881,1.2271846303085,,99.5,-9.203868387569
7549.21,,61.54795302443,1.2271846303085,,99.5,-9.203868387569
7549.22,,61.564178891629,1.2271846303085,,99.5,-9.203868387569
7549.23,,51.185033870331,1.2271846303085,,50,-8.5902760724148
7549.24,,60.382179417285,1.2271846303085,,99.5,-8.5902760724148
7549.25,,61.308222926724,1.2271846303085,,99.5,-8.5902760724148
7549.26,,50,0.61359231515426,,99.5,-8.5902760724148
7549.27,,50,0.61359231515426,,50,-7.9766837572605
7549.28,,59.167224427617,0.61359231515426,,99.5,-7.9766837572605
7549.29,,60.365307460234,0.61359231515426,,99.5,-7.9766837572605
7549.3,,60.488280240867,0.61359231515426,,99.5,-7.9766837572605
7549.31,,50.11664543354,0.61359231515426,,50,-7.3630914421063
7549.32,,59.31137752452,0.61359231515426,,99.5,-7.3630914421063
7549.33,,60.234015210989,0.61359231515426,,99.5,-7.3630914421063
7549.34,,60.329443457008,0.61359231515426,,99.5,-7.3630914421063
7549.35,,50,0.61359231515426,,50,-6.749499126952
7549.36,,50,,,99.5,-6.749499126952
7549.37,,56.257393989969,,,99.5,-6.749499126952
7549.38,,59.104032412639,,,99.5,-6.749499126952
7549.39,,59.388696254906,,,99.5,-6.749499126952
7549.4,,50,,,50,-6.1359068117977
7549.41,,58.222934152857,,,99.5,-6.1359068117977
7549.42,,59.142220960506,,,99.5,-6.1359068117977
7549.43,,59.234149641271,,,99.5,-6.1359068117977
7549.44,,59.243342509347,,,99.5,-6.1359068117977
7549.45,,50,,,50,-5.5223144966435
7549.46,,58.047278600137,,,99.5,-5.5223144966435
7549.47,,58.966289936812,,,99.5,-5.5223144966435
7549.48,,59.058191070479,,,99.5,-5.5223144966435
7549.49,,50,,,50,-4.9087221814892
7549.5,,57.871225070484,,,98.471847109649,-4.9087221814892
7549.51,,58.796521437047,,,99.5,-4.9087221814892
7549.52,,69.275527404303,,,99.5,-5.5223144966435
7549.53,,50,,,50,-4.9087221814892
7549.54,,50,-0.61359231515426,,50,-4.295129866335
7549.55,,53.80196262448,-0.61359231515426,,97.865665381515,-4.295129866335
7549.56,,57.560324112112,-0.61359231515426,,99.5,-4.295129866335
7549.57,,57.93245308062,-0.61359231515426,,99.5,-4.295129866335
7549.58,,57.966501500099,-0.61359231515426,,99.5,-4.295129866335
7549.59,,50,-0.61359231515426,,50,-3.6815375511807
7549.6,,50,-0.61359231515426,,50,-3.0679452360265
7549.61,,56.492006968645,-0.61359231515426,,94.289063179742,-3.0679452360265
7549.62,,57.503273440585,-0.61359231515426,,99.5,-3.0679452360265
7549.63,,57.60084796608,-0.61359231515426,,99.5,-3.0679452360265
7549.64,,57.607440941258,-0.61359231515426,,99.5,-3.0679452360265
7549.65,,57.604935761404,-0.61359231515426,,99.5,-3.0679452360265
7549.66,,57.601520766046,-0.61359231515426,,99.5,-3.0679452360265
7549.67,,57.598014789139,-0.61359231515426,,99.5,-3.0679452360265
7549.68,,57.594499714076,-0.61359231515426,,99.5,-3.0679452360265
7549.69,,57.590983729198,-0.61359231515426,,99.5,-3.0679452360265
7549.7,,57.587467653338,-0.61359231515426,,99.5,-3.0679452360265
7549.71,,57.58395156838,-0.61359231515426,,99.5,-3.0679452360265
7549.72,,57.580435482513,-0.61359231515426,,99.5,-3.0679452360265
7549.73,,78.544807826403,,,50,-2.4543529208722
7549.74,,60.187539093738,,,92.483118586896,-2.4543529208722
7549.75,,58.35491337096,,,99.204587351115,-2.4543529208722
7549.76,,58.174441834122,,,99.5,-2.4543529208722
7549.77,,58.156084565389,,,99.5,-2.4543529208722
7549.78,,50,,,50,-1.840760605718
7549.79,,56.95699014113,,,92.236362651762,-1.840760605718
7549.8,,57.878299785373,,,98.061297148913,-1.840760605718
7549.81,,50,,,50,-1.2271682905637
7549.82,,56.784638734899,,,90.981660455305,-1.2271682905637
7549.83,,57.706110427413,,,96.80623750542,-1.2271682905637
7549.84,,50,,,50,-0.61357597540943
7549.85,,56.611777191671,,,89.721135056253,-0.61357597540943
7549.86,,57.532474528743,,,95.539620726507,-0.61357597540943
7549.87,,50,,,50,0.000016339744823846
7549.88,,56.437366103325,,,88.448421789171,0.000016339744823846
7549.89,,57.357288148551,,,94.260810345632,0.000016339744823846
7549.9,,50,,,50,0.61360865489908
7549.91,,56.261404430453,,,87.163514289394,0.61360865489908
7549.92,,57.180551182896,,,92.969805726328,0.61360865489908
7549.93,,57.271768076053,,,93.544947316313,0.61360865489908
7549.94,,50,,,50,1.2272009700533
7549.95,,56.08403678065,,,85.866127657379,1.2272009700533
7549.96,,57.001580310451,,,91.661090824932,1.2272009700533
7549.97,,57.091939117839,,,92.2296121804,1.2272009700533
7549.98,,57.099579452986,,,92.27548935466,1.2272009700533
7549.99,,57.098947940909,,,92.269102110798,1.2272009700533
7550,,57.09748924411,,,92.257488425125,1.2272009700533
7550.01,,57.095947828839,,,92.24535209527,1.2272009700533
7550.02,,57.09439814172,,,92.233163500997,1.2272009700533
7550.03,,50,,,50,1.8407932852076
7550.04,,55.895772511909,,,84.48431108541,1.8407932852076
7550.05,,56.812448757638,,,90.272595900365,1.8407932852076
7550.06,,56.902023073114,,,90.834962012994,1.8407932852076
7550.07,,56.908887195565,,,90.874736255389,1.8407932852076
7550.08,,56.907480298713,,,90.862251310762,1.8407932852076
7550.09,,56.905246299931,,,90.844540447432,1.8407932852076
7550.1,,56.902929590956,,,90.826306992232,1.8407932852076
7550.11,,56.900604610962,,,90.808021277845,1.8407932852076
7550.12,,56.898278803866,,,90.789730337539,1.8407932852076
7550.13,,77.863841343908,0.61359231515426,,50,2.4543856003619
7550.14,,59.51008869813,0.61359231515426,,81.823644467078,2.4543856003619
7550.15,,57.674776719144,0.61359231515426,,88.495226143573,2.4543856003619
7550.16,,57.491618926016,0.61359231515426,,89.13943541594,2.4543856003619
7550.17,,57.473676551473,0.61359231515426,,89.180907447895,2.4543856003619
7550.18,,57.472255718788,0.61359231515426,,89.162105755808,2.4543856003619
7550.19,,57.47248704029,0.61359231515426,,89.137276691318,2.4543856003619
7550.2,,57.47288357721,0.61359231515426,,89.111844889586,2.4543856003619
7550.21,,57.473296635672,0.61359231515426,,89.086352814131,2.4543856003619
7550.22,,57.473711346288,0.61359231515426,,89.060854711304,2.4543856003619
7550.23,,57.474126222119,0.61359231515426,,89.035356005739,2.4543856003619
7550.24,,57.474541114472,0.61359231515426,,89.0098572399,2.4543856003619
7550.25,,57.474956008478,0.61359231515426,,88.984358468035,2.4543856003619
7550.26,,57.475370902648,0.61359231515426,,88.958859695566,2.4543856003619
7550.27,,50,0.61359231515426,,50,3.0679779155161
7550.28,,56.278710672137,0.61359231515426,,81.196702270093,3.0679779155161
7550.29,,57.197352417348,0.61359231515426,,86.971682708136,3.0679779155161
7550.3,,67.675988795896,0.61359231515426,,99.5,2.4543856003619
7550.31,,58.498673465239,0.61359231515426,,95.314358733286,2.4543856003619
7550.32,,57.581005217765,0.61359231515426,,89.488090206968,2.4543856003619
7550.33,,57.489611797788,0.61359231515426,,88.882514459054,2.4543856003619
7550.34,,57.48084586056,0.61359231515426,,88.799007988981,2.4543856003619
7550.35,,57.480342671607,0.61359231515426,,88.767708446692,2.4543856003619
7550.36,,50,0.61359231515426,,50,3.0679779155161
7550.37,,56.283581451952,0.61359231515426,,81.004912936539,3.0679779155161
7550.38,,57.202222279081,0.61359231515426,,86.779887573812,3.0679779155161
7550.39,,57.293762003058,0.61359231515426,,87.328948734678,3.0679779155161
7550.4,,57.302591616721,0.61359231515426,,87.355418547902,3.0679779155161
7550.41,,57.303150219352,0.61359231515426,,87.329629226363,3.0679779155161
7550.42,,57.302881720879,0.61359231515426,,87.298613991347,3.0679779155161
7550.43,,57.302530512297,0.61359231515426,,87.267076164984,3.0679779155161
7550.44,,57.302171032703,0.61359231515426,,87.235486079486,3.0679779155161
7550.45,,57.301810726009,0.61359231515426,,87.203890768074,3.0679779155161
7550.46,,57.301450336604,0.61359231515426,,87.172294934071,3.0679779155161
7550.47,,50,0.61359231515426,,50,3.6815702306704
7550.48,,56.104014814322,0.61359231515426,,79.404040395445,3.6815702306704
7550.49,,50,,,95.287990525774,3.6815702306704
7550.5,,53.301434881912,,,86.927024095853,3.6815702306704
7550.51,,56.060702143076,,,86.058002861255,3.6815702306704
7550.52,,56.33244226958,,,85.938176146188,3.6815702306704
7550.53,,56.355429682618,,,85.893268883075,3.6815702306704
7550.54,,56.35354182431,,,85.855853565157,3.6815702306704
7550.55,,56.349166438867,,,85.819187441759,3.6815702306704
7550.56,,56.34454230071,,,85.782596237812,3.6815702306704
7550.57,,56.339893287282,,,85.746012525811,3.6815702306704
7550.58,,56.335241786327,,,85.709429563004,3.6815702306704
7550.59,,56.330590036619,,,85.672846675117,3.6815702306704
7550.6,,56.325938262036,,,85.636263794722,3.6815702306704
7550.61,,56.321286484965,,,85.599680915076,3.6815702306704
7550.62,,56.316634707646,,,85.563098035504,3.6815702306704
7550.63,,56.311982930301,,,85.526515155941,3.6815702306704
7550.64,,56.307331152954,,,85.489932276378,3.6815702306704
7550.65,,56.302679375607,,,85.453349396815,3.6815702306704
7550.66,,56.29802759826,,,85.416766517252,3.6815702306704
7550.67,,56.293375820913,,,85.380183637689,3.6815702306704
7550.68,,56.288724043566,,,85.343600758126,3.6815702306704
7550.69,,56.284072266219,,,85.307017878563,3.6815702306704
7550.7,,56.279420488872,,,85.270434999,3.6815702306704
7550.71,,56.274768711525,,,85.233852119438,3.6815702306704
7550.72,,56.270116934178,,,85.197269239875,3.6815702306704
7550.73,,56.265465156831,,,85.160686360312,3.6815702306704
7550.74,,50,,,50,4.2951625458246
7550.75,,55.063738254785,,,77.387444827804,4.2951625458246
7550.76,,55.977313328461,,,83.15134115882,4.2951625458246
7550.77,,56.063786472711,,,83.689318792736,4.2951625458246
7550.79,,56.067549424019,,,83.704704556941,4.2951625458246
7550.8,,56.063041356032,,,83.667831134175,4.2951625458246
7550.81,,56.057706186115,,,83.625731792712,4.2951625458246
7550.82,,56.052288306006,,,83.583109859379,4.2951625458246
7550.83,,56.046862154878,,,83.54043566686,4.2951625458246
7550.84,,56.041435176647,,,83.497756248421,4.2951625458246
7550.85,,56.036008115707,,,83.455076307391,4.2951625458246
7550.86,,56.030581046495,,,83.412396314101,4.2951625458246
7550.87,,56.025153976456,,,83.369716315586,4.2951625458246
7550.88,,56.019726906335,,,83.327036316548,4.2951625458246
7550.89,,56.014299836205,,,83.284356317458,4.2951625458246
7550.9,,56.008872766075,,,83.241676318363,4.2951625458246
7550.91,,56.003445695944,,,83.198996319267,4.2951625458246
7550.92,,55.998018625813,,,83.156316320171,4.2951625458246
7550.93,,55.992591555683,,,83.113636321075,4.2951625458246
7550.94,,55.987164485552,,,83.070956321979,4.2951625458246
7550.95,,66.368833978184,,,99.5,3.6815702306704
7550.96,,57.17881254012,,,90.764934975827,3.6815702306704
7550.97,,56.255158618966,,,84.921775766152,3.6815702306704
7550.98,,56.158606627239,,,84.304535253578,3.6815702306704
7550.99,,56.144764828453,,,84.209886610714,3.6815702306704
7551,,56.139194048963,,,84.167497154821,3.6815702306704
7551.01,,56.134450371401,,,84.130333617625,3.6815702306704
7551.02,,56.129789404033,,,84.093692672299,3.6815702306704
7551.03,,56.125136707683,,,84.05710398616,3.6815702306704
7551.04,,56.120484838436,,,84.02052052594,3.6815702306704
7551.05,,56.115833051899,,,83.983937588311,3.6815702306704
7551.06,,66.498277836395,,,99.5,3.0679779155161
7551.07,,57.308256398239,,,91.684013355305,3.0679779155161
7551.08,,56.38537776986,,,85.846951265106,3.0679779155161
7551.09,,56.289601070915,,,85.235807872059,3.0679779155161
7551.1,,56.276534564913,,,85.147256348727,3.0679779155161
7551.11,,56.271739078206,,,85.110964012368,3.0679779155161
7551.12,,56.267770693428,,,85.079897594705,3.0679779155161
7551.13,,56.263885018843,,,85.049353768912,3.0679779155161
7551.14,,56.260007615277,,,85.018862202306,3.0679779155161
7551.15,,56.256131038814,,,84.988375861618,3.0679779155161
7551.16,,56.25225454506,,,84.957890043523,3.0679779155161
7551.17,,56.248378059578,,,84.927404277686,3.0679779155161
7551.18,,56.244501574922,,,84.896918517076,3.0679779155161
7551.19,,56.240625090349,,,84.866432756988,3.0679779155161
7551.2,,56.236748605785,,,84.835946996953,3.0679779155161
7551.21,,56.232872121221,,,84.805461236922,3.0679779155161
7551.22,,56.228995636658,,,84.774975476893,3.0679779155161
7551.23,,56.225119152094,,,84.744489716863,3.0679779155161
7551.24,,56.221242667531,,,84.714003956833,3.0679779155161
7551.25,,56.217366182967,,,84.683518196803,3.0679779155161
7551.26,,56.213489698404,,,84.653032436774,3.0679779155161
7551.27,,56.20961321384,,,84.622546676744,3.0679779155161
7551.28,,56.205736729277,,,84.592060916714,3.0679779155161
7551.29,,56.201860244713,,,84.561575156684,3.0679779155161
7551.3,,56.19798376015,,,84.531089396655,3.0679779155161
7551.31,,56.194107275586,,,84.500603636625,3.0679779155161
7551.32,,56.190230791023,,,84.470117876595,3.0679779155161
7551.33,,56.186354306459,,,84.439632116565,3.0679779155161
7551.34,,56.182477821896,,,84.409146356536,3.0679779155161
7551.35,,56.178601337332,,,84.378660596506,3.0679779155161
7551.36,,56.174724852768,,,84.348174836476,3.0679779155161
7551.37,,56.170848368205,,,84.317689076446,3.0679779155161
7551.38,,56.166971883641,,,84.287203316417,3.0679779155161
7551.39,,56.163095399078,,,84.256717556387,3.0679779155161
7551.4,,56.159218914514,,,84.226231796357,3.0679779155161
7551.41,,56.155342429951,,,84.195746036327,3.0679779155161
7551.42,,56.151465945387,,,84.165260276298,3.0679779155161
7551.43,,50,,,50,3.6815702306704
7551.44,,54.950514336125,,,76.398115863323,3.6815702306704
7551.45,,55.864864702585,,,82.168109313872,3.6815702306704
7551.46,,55.952113139618,,,82.712184067321,3.6815702306704
7551.47,,55.956651383709,,,82.733666951059,3.6815702306704
7551.48,,55.952918608506,,,82.702890647826,3.6815702306704
7551.49,,55.948358731373,,,82.666888425896,3.6815702306704
7551.5,,55.943716144048,,,82.630363612097,3.6815702306704
7551.51,,55.939065285703,,,82.59378653911,3.6815702306704
