Time,SET_1,CTRL_1,YAW,SET_2,CTRL_2,PITCH
7345.78,,54.347278787304,3.6815538909255,,84.971744725702,-0.61357597540943
7345.8,,53.979123398212,3.0679615757713,,84.971744725702,-0.61357597540943
7345.82,,60.115046549754,3.0679615757713,,84.971744725702,-0.61357597540943
7345.84,,60.115046549754,3.0679615757713,,84.971744725702,-0.61357597540943
7345.86,,53.610968009119,2.454369260617,,84.971744725702,-0.61357597540943
7345.88,,53.242812620027,1.8407769454628,,84.971744725702,-0.61357597540943
7345.9,,59.378735771569,1.8407769454628,,84.971744725702,-0.61357597540943
7345.92,,52.874657230934,1.2271846303085,,84.971744725702,-0.61357597540943
7345.94,,59.010580382477,1.2271846303085,,73.722552281207,0.000016339744823846
7345.96,,59.010580382477,1.2271846303085,,83.949090867111,0.000016339744823846
7345.98,,52.506501841841,0.61359231515426,,83.949090867111,0.000016339744823846
7346,,58.642424993384,0.61359231515426,,83.949090867111,0.000016339744823846
7346.02,,52.138346452749,,,83.949090867111,0.000016339744823846
7346.04,,58.274269604291,,,83.949090867111,0.000016339744823846
7346.06,,51.770191063656,-0.61359231515426,,83.949090867111,0.000016339744823846
7346.08,,57.906114215199,-0.61359231515426,,83.949090867111,0.000016339744823846
7346.1,,51.402035674564,-1.2271846303085,,83.949090867111,0.000016339744823846
7346.12,,57.537958826106,-1.2271846303085,,83.949090867111,0.000016339744823846
7346.14,,51.033880285471,-1.8407769454628,,83.949090867111,0.000016339744823846
7346.16,,57.169803437014,-1.8407769454628,,83.949090867111,0.000016339744823846
7346.18,,57.169803437014,-1.8407769454628,,83.949090867111,0.000016339744823846
7346.2,,50.665724896379,-2.454369260617,,83.949090867111,0.000016339744823846
7346.22,,56.801648047921,-2.454369260617,,83.949090867111,0.000016339744823846
7346.24,,56.801648047921,-2.454369260617,,83.949090867111,0.000016339744823846
7346.26,,50.297569507286,-3.0679615757713,,83.949090867111,0.000016339744823846
7346.28,,56.433492658829,-3.0679615757713,,83.949090867111,0.000016339744823846
7346.3,,56.433492658829,-3.0679615757713,,83.949090867111,0.000016339744823846
7346.32,,50,-3.6815538909255,,72.699898422617,0.61360865489908
7346.34,,55.056073603732,-3.6815538909255,,83.324115339126,0.61360865489908
7346.36,,55.056073603732,-3.6815538909255,,83.324115339126,0.61360865489908
7346.38,,55.056073603732,-3.6815538909255,,83.324115339126,0.61360865489908
7346.4,,55.056073603732,-3.6815538909255,,83.324115339126,0.61360865489908
7346.42,,55.056073603732,-3.6815538909255,,83.324115339126,0.61360865489908
7346.44,,50,-4.2951462060798,,83.324115339126,0.61360865489908
7346.46,,54.68791821464,-4.2951462060798,,83.324115339126,0.61360865489908
7346.48,,54.68791821464,-4.2951462060798,,83.324115339126,0.61360865489908
7346.5,,54.68791821464,-4.2951462060798,,83.324115339126,0.61360865489908
7346.52,,54.68791821464,-4.2951462060798,,94.573307783621,0.000016339744823846
7346.54,,54.68791821464,-4.2951462060798,,84.346769197717,0.000016339744823846
7346.56,,54.68791821464,-4.2951462060798,,84.346769197717,0.000016339744823846
7346.58,,54.68791821464,-4.2951462060798,,84.346769197717,0.000016339744823846
7346.6,,54.68791821464,-4.2951462060798,,84.346769197717,0.000016339744823846
