Time,IN1,OUT1,YAW,IN2,OUT2,PITCH
344.6,0,0,-88.357293382213,51,0,-75.471838424229
344.61,0,0,-88.357293382213,51,0,-75.471838424229
344.62,0,0,-88.357293382213,51,0,-75.471838424229
344.63,0,0,-88.357293382213,51,0,-75.471838424229
344.64,0,0,-88.357293382213,51,0,-75.471838424229
344.65,0,0,-88.357293382213,51,0,-75.471838424229
344.66,0,0,-88.357293382213,51,0,-75.471838424229
344.67,0,0,-88.357293382213,51,0,-75.471838424229
344.68,0,0,-88.357293382213,51,0,-75.471838424229
344.69,0,0,-88.357293382213,51,0,-75.471838424229
344.7,0,0,-88.357293382213,51,0,-75.471838424229
344.71,0,0,-88.357293382213,51,0,-75.471838424229
344.72,0,0,-88.357293382213,51,0,-75.471838424229
344.73,0,0,-88.357293382213,51,0,-75.471838424229
344.74,0,0,-88.357293382213,51,0,-75.471838424229
344.75,0,0,-88.357293382213,51,0,-75.471838424229
344.76,0,0,-88.357293382213,51,0,-75.471838424229
344.77,0,0,-88.357293382213,51,0,-75.471838424229
344.78,0,0,-88.357293382213,51,0,-75.471838424229
344.79,0,0,-88.357293382213,51,0,-75.471838424229
344.8,0,0,-88.357293382213,51,0,-75.471838424229
344.81,0,0,-88.357293382213,51,0,-75.471838424229
344.82,0,0,-88.357293382213,51,0,-75.471838424229
344.83,0,0,-88.357293382213,51,0,-75.471838424229
344.84,0,0,-88.357293382213,51,0,-75.471838424229
344.85,0,0,-88.357293382213,51,0,-75.471838424229
344.86,0,0,-88.357293382213,51,0,-75.471838424229
344.87,0,0,-88.357293382213,51,0,-75.471838424229
344.88,0,0,-88.357293382213,51,0,-75.471838424229
344.89,0,0,-88.357293382213,51,0,-75.471838424229
344.9,0,0,-88.357293382213,51,0,-75.471838424229
344.91,0,0,-88.357293382213,51,0,-75.471838424229
344.92,0,0,-88.357293382213,51,0,-75.471838424229
344.93,0,0,-88.357293382213,51,0,-75.471838424229
344.94,0,0,-88.357293382213,51,0,-75.471838424229
344.95,0,0,-88.357293382213,51,0,-75.471838424229
344.96,0,0,-88.357293382213,51,0,-75.471838424229
344.97,0,0,-88.357293382213,51,0,-75.471838424229
344.98,0,0,-88.357293382213,51,0,-75.471838424229
344.99,0,0,-88.357293382213,51,0,-75.471838424229
345,0,0,-88.357293382213,51,0,-75.471838424229
345.01,0,0,-88.357293382213,51,0,-75.471838424229
345.02,0,0,-88.357293382213,51,0,-75.471838424229
345.03,0,0,-88.357293382213,51,0,-75.471838424229
345.04,0,0,-88.357293382213,51,0,-75.471838424229
345.05,0,0,-88.357293382213,51,0,-75.471838424229
345.06,0,0,-88.357293382213,51,0,-75.471838424229
345.07,0,0,-88.357293382213,51,0,-75.471838424229
345.08,0,0,-88.357293382213,51,0,-75.471838424229
345.09,0,0,-88.357293382213,51,0,-75.471838424229
345.1,0,0,-88.357293382213,51,0,-75.471838424229
345.11,0,0,-88.357293382213,51,0,-75.471838424229
345.12,0,0,-88.357293382213,51,0,-75.471838424229
345.13,0,0,-88.357293382213,51,0,-75.471838424229
345.14,0,0,-88.357293382213,51,0,-75.471838424229
345.15,0,0,-88.357293382213,51,0,-75.471838424229
345.16,0,0,-88.357293382213,51,0,-75.471838424229
345.17,0,0,-88.357293382213,51,0,-75.471838424229
345.18,0,0,-88.357293382213,51,0,-75.471838424229
345.19,0,0,-88.357293382213,51,0,-75.471838424229
345.2,0,0,-88.357293382213,51,0,-75.471838424229
345.21,0,0,-88.357293382213,51,0,-75.471838424229
345.22,0,0,-88.357293382213,51,0,-75.471838424229
345.23,0,0,-88.357293382213,51,0,-75.471838424229
345.24,0,0,-88.357293382213,51,0,-75.471838424229
345.25,0,0,-88.357293382213,51,0,-75.471838424229
345.26,0,0,-88.357293382213,51,0,-75.471838424229
345.27,0,0,-88.357293382213,51,0,-75.471838424229
345.28,0,0,-88.357293382213,51,0,-75.471838424229
345.29,0,0,-88.357293382213,51,0,-75.471838424229
345.3,0,0,-88.357293382213,51,0,-75.471838424229
345.31,0,0,-88.357293382213,51,0,-75.471838424229
345.32,0,0,-88.357293382213,51,0,-75.471838424229
345.33,0,0,-88.357293382213,51,0,-75.471838424229
345.34,0,0,-88.357293382213,51,0,-75.471838424229
345.35,0,0,-88.357293382213,51,0,-75.471838424229
345.36,0,0,-88.357293382213,51,0,-75.471838424229
345.37,0,0,-88.357293382213,51,0,-75.471838424229
345.38,0,0,-88.357293382213,51,0,-75.471838424229
345.39,0,0,-88.357293382213,51,0,-75.471838424229
345.4,0,0,-88.357293382213,51,0,-75.471838424229
345.41,0,0,-88.357293382213,51,0,-75.471838424229
345.42,0,0,-88.357293382213,51,0,-75.471838424229
345.43,0,0,-88.357293382213,51,0,-75.471838424229
345.44,0,0,-88.357293382213,51,0,-75.471838424229
345.45,0,0,-88.357293382213,51,0,-75.471838424229
345.46,0,0,-88.357293382213,51,0,-75.471838424229
345.47,0,0,-88.357293382213,51,0,-75.471838424229
345.48,0,0,-88.357293382213,51,0,-75.471838424229
345.49,0,0,-88.357293382213,51,0,-75.471838424229
345.5,0,0,-88.357293382213,51,0,-75.471838424229
345.51,0,0,-88.357293382213,51,0,-75.471838424229
345.52,0,0,-88.357293382213,51,0,-75.471838424229
345.53,0,0,-88.357293382213,51,0,-75.471838424229
345.54,0,0,-88.357293382213,51,0,-75.471838424229
345.55,0,0,-88.357293382213,51,0,-75.471838424229
345.56,0,0,-88.357293382213,51,0,-75.471838424229
345.57,0,0,-88.357293382213,51,0,-75.471838424229
345.58,0,0,-88.357293382213,51,0,-75.471838424229
345.59,0,0,-88.357293382213,51,0,-75.471838424229
345.6,0,0,-88.357293382213,51,0,-75.471838424229
345.61,0,0,-88.357293382213,51,0,-75.471838424229
345.62,0,0,-88.357293382213,51,0,-75.471838424229
345.63,0,0,-88.357293382213,51,0,-75.471838424229
345.64,0,0,-88.357293382213,51,0,-75.471838424229
345.65,0,0,-88.357293382213,51,0,-75.471838424229
345.66,0,0,-88.357293382213,51,0,-75.471838424229
345.67,0,0,-88.357293382213,51,0,-75.471838424229
345.68,0,0,-88.357293382213,51,0,-75.471838424229
345.69,0,0,-88.357293382213,51,0,-75.471838424229
345.7,0,0,-88.357293382213,51,0,-75.471838424229
345.71,0,0,-88.357293382213,51,0,-75.471838424229
345.72,0,0,-88.357293382213,51,0,-75.471838424229
345.73,0,0,-88.970885697367,51,0,-75.471838424229
345.74,0,0,-88.970885697367,51,0,-75.471838424229
345.75,0,0,-88.970885697367,51,0,-75.471838424229
345.76,0,0,-88.970885697367,51,0,-75.471838424229
345.77,0,0,-88.970885697367,51,0,-75.471838424229
345.78,0,0,-89.584478012521,51,0,-75.471838424229
345.79,0,0,-89.584478012521,51,0,-75.471838424229
345.8,0,0,-89.584478012521,51,0,-75.471838424229
345.81,0,0,-89.584478012521,51,0,-75.471838424229
345.82,0,0,-89.584478012521,51,0,-75.471838424229
345.83,0,0,-89.584478012521,51,0,-75.471838424229
345.84,0,0,-89.584478012521,51,0,-75.471838424229
345.85,0,0,-89.584478012521,51,0,-75.471838424229
345.86,0,0,-89.584478012521,51,0,-75.471838424229
345.87,0,0,-89.584478012521,51,0,-75.471838424229
345.88,0,0,-89.584478012521,51,0,-75.471838424229
345.89,0,0,-89.584478012521,51,0,-75.471838424229
345.9,0,0,-89.584478012521,51,0,-75.471838424229
345.91,0,0,-89.584478012521,51,0,-75.471838424229
345.92,0,0,-89.584478012521,51,0,-75.471838424229
345.93,0,0,-89.584478012521,51,0,-75.471838424229
345.94,0,0,-89.584478012521,51,0,-75.471838424229
345.95,0,0,-89.584478012521,51,0,-75.471838424229
345.96,0,0,-89.584478012521,51,0,-75.471838424229
345.97,0,0,-89.584478012521,51,0,-75.471838424229
345.98,0,0,-89.584478012521,51,0,-75.471838424229
345.99,0,0,-89.584478012521,51,0,-75.471838424229
346,0,0,-89.584478012521,51,0,-75.471838424229
346.01,0,0,-89.584478012521,51,0,-75.471838424229
346.02,0,0,-89.584478012521,51,0,-75.471838424229
346.03,0,0,-89.584478012521,51,0,-75.471838424229
346.04,0,0,-89.584478012521,51,0,-75.471838424229
346.05,0,0,-89.584478012521,51,0,-75.471838424229
346.06,0,0,-88.970885697367,51,0,-75.471838424229
346.07,0,0,-88.970885697367,51,0,-75.471838424229
346.08,0,0,-88.970885697367,51,0,-75.471838424229
346.09,0,0,-88.970885697367,51,0,-75.471838424229
346.1,0,0,-88.970885697367,51,0,-75.471838424229
346.11,0,0,-88.970885697367,51,0,-75.471838424229
346.12,0,0,-88.970885697367,51,0,-75.471838424229
346.13,0,0,-88.970885697367,51,0,-75.471838424229
346.14,0,0,-88.970885697367,51,0,-75.471838424229
346.15,0,0,-88.970885697367,51,0,-75.471838424229
346.16,0,0,-88.970885697367,51,0,-75.471838424229
346.18,0,0,-88.970885697367,51,0,-75.471838424229
346.19,0,0,-88.970885697367,51,0,-75.471838424229
346.2,0,0,-88.970885697367,51,0,-75.471838424229
346.21,0,0,-88.970885697367,51,0,-75.471838424229
346.22,0,0,-88.970885697367,51,0,-75.471838424229
346.23,0,0,-88.970885697367,51,0,-75.471838424229
346.24,0,0,-88.970885697367,51,0,-75.471838424229
346.25,0,0,-88.970885697367,51,0,-75.471838424229
346.26,0,0,-88.970885697367,51,0,-75.471838424229
346.27,0,0,-88.970885697367,51,0,-75.471838424229
346.28,0,0,-88.970885697367,51,0,-75.471838424229
346.29,0,0,-88.970885697367,51,0,-75.471838424229
346.3,0,0,-88.970885697367,51,0,-75.471838424229
346.31,0,0,-88.970885697367,51,0,-75.471838424229
346.32,0,0,-88.970885697367,51,0,-75.471838424229
346.33,0,0,-88.970885697367,51,0,-75.471838424229
346.34,0,0,-88.970885697367,51,0,-75.471838424229
346.35,0,0,-88.970885697367,51,0,-75.471838424229
346.36,0,0,-88.970885697367,51,0,-75.471838424229
346.37,0,0,-88.970885697367,51,0,-75.471838424229
346.38,0,0,-88.970885697367,51,0,-75.471838424229
346.39,0,0,-88.970885697367,51,0,-75.471838424229
346.4,0,0,-89.584478012521,51,0,-75.471838424229
346.41,0,0,-89.584478012521,51,0,-75.471838424229
346.42,0,0,-89.584478012521,51,0,-75.471838424229
346.43,0,0,-90.198070327676,51,0,-75.471838424229
346.44,0,0,-90.198070327676,51,0,-75.471838424229
346.45,0,0,-90.198070327676,51,0,-75.471838424229
346.46,0,0,-90.198070327676,51,0,-75.471838424229
346.47,0,0,-90.198070327676,51,0,-75.471838424229
346.48,0,0,-90.198070327676,51,0,-75.471838424229
346.49,0,0,-90.198070327676,51,0,-75.471838424229
346.5,0,0,-90.198070327676,51,0,-75.471838424229
346.51,0,0,-90.198070327676,51,0,-75.471838424229
346.52,0,0,-90.198070327676,51,0,-75.471838424229
346.53,0,0,-90.198070327676,51,0,-75.471838424229
346.54,0,0,-90.198070327676,51,0,-75.471838424229
346.55,0,0,-90.198070327676,51,0,-75.471838424229
346.56,0,0,-90.198070327676,51,0,-75.471838424229
346.57,0,0,-90.198070327676,51,0,-75.471838424229
346.58,0,0,-90.198070327676,51,0,-75.471838424229
346.59,0,0,-90.198070327676,51,0,-75.471838424229
346.6,0,0,-90.198070327676,51,0,-75.471838424229
346.61,0,0,-90.198070327676,51,0,-75.471838424229
346.62,0,0,-90.198070327676,51,0,-75.471838424229
346.63,0,0,-90.198070327676,51,0,-75.471838424229
346.64,0,0,-90.198070327676,51,0,-75.471838424229
346.65,0,0,-90.198070327676,51,0,-75.471838424229
346.66,0,0,-90.198070327676,51,0,-75.471838424229
346.67,0,0,-90.198070327676,51,0,-75.471838424229
346.68,0,0,-90.198070327676,51,0,-75.471838424229
346.69,0,0,-90.198070327676,51,0,-75.471838424229
346.7,0,0,-90.198070327676,51,0,-75.471838424229
346.71,0,0,-90.198070327676,51,0,-75.471838424229
346.72,0,0,-90.198070327676,51,0,-75.471838424229
346.73,0,0,-90.198070327676,51,0,-75.471838424229
346.74,0,0,-90.198070327676,51,0,-75.471838424229
346.75,0,0,-90.198070327676,51,0,-75.471838424229
346.76,0,0,-90.198070327676,51,0,-75.471838424229
346.77,0,0,-90.198070327676,51,0,-75.471838424229
346.78,0,0,-90.198070327676,51,0,-75.471838424229
346.79,0,0,-90.198070327676,51,0,-75.471838424229
346.8,0,0,-90.198070327676,51,0,-75.471838424229
346.81,0,0,-90.198070327676,51,0,-75.471838424229
346.82,0,0,-90.198070327676,51,0,-75.471838424229
346.83,0,0,-90.198070327676,51,0,-75.471838424229
346.84,0,0,-90.198070327676,51,0,-75.471838424229
346.85,0,0,-90.198070327676,51,0,-75.471838424229
